age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,None,None,Working,China,High
Adult,Private,12th,Never-married,Other-service,Not-in-family,Other,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Private,11th,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,High,Working,United-States,High
Adult,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Local-gov,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,High,None,Working,United-States,High
Adult,Private,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,High
Adult,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,7th-8th,Separated,Handlers-cleaners,Not-in-family,Black,Male,None,None,Working,Haiti,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,High,None,HardWorking,United-States,High
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,Low
Child,Private,11th,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,None,None,Working,United-States,Low
Senior,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Lazy,United-States,High
Adult,State-gov,HS-grad,Divorced,Other-service,Own-child,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,High,None,Motivated,United-States,High
Adult,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Working,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Working,United-States,Low
Adult,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Black,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Separated,Sales,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,HardWorking,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Female,None,None,Working,United-States,Low
Adult,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,12th,Never-married,Sales,Other-relative,White,Male,Low,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Italy,Low
YoungAdult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,United-States,High
YoungAdult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,None,None,Working,Guatemala,Low
Adult,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,None,None,Working,Philippines,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,Canada,High
Adult,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Sales,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Other,Female,High,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,High,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Prof-school,Divorced,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,High
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Child,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,High,None,Working,United-States,Low
YoungAdult,Self-emp-inc,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,None,None,Working,Greece,Low
YoungAdult,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,Working,United-States,High
Adult,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Other-service,Other-relative,White,Female,None,None,Lazy,Hungary,Low
YoungAdult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,Italy,High
YoungAdult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,None,Working,Cambodia,Low
Child,Private,9th,Never-married,Sales,Own-child,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,Mexico,High
Adult,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
Child,Private,11th,Never-married,Sales,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
Adult,Local-gov,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Senior,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,7th-8th,Never-married,Sales,Not-in-family,White,Male,None,None,Motivated,Mexico,Low
YoungAdult,Private,12th,Never-married,Transport-moving,Own-child,White,Male,None,None,Lazy,United-States,Low
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,None,None,HardWorking,United-States,Low
Adult,Private,HS-grad,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,12th,Separated,Adm-clerical,Unmarried,White,Female,High,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,High,None,Motivated,Philippines,High
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,Italy,Low
Adult,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,Germany,High
YoungAdult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
Child,Local-gov,10th,Never-married,Protective-serv,Own-child,White,Female,None,High,Working,United-States,Low
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,None,None,HardWorking,Philippines,High
YoungAdult,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Female,None,None,Lazy,Jamaica,Low
Adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,None,High,OverTime,United-States,High
Child,Local-gov,11th,Never-married,Prof-specialty,Own-child,Black,Male,None,None,Lazy,United-States,Low
Adult,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Working,United-States,High
Adult,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,Motivated,France,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Child,Self-emp-inc,11th,Never-married,Sales,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,None,None,Motivated,United-States,High
YoungAdult,State-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Motivated,United-States,Low
YoungAdult,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,Male,High,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Wife,White,Female,None,High,Working,United-States,High
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,High,Motivated,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
Senior,Private,11th,Divorced,Machine-op-inspct,Other-relative,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,England,High
Adult,Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Sales,Wife,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-inc,9th,Married-civ-spouse,Sales,Wife,White,Female,None,None,HardWorking,Dominican-Republic,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Canada,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Mexico,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,HS-grad,Never-married,Transport-moving,Own-child,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,Germany,High
Adult,Self-emp-inc,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,Motivated,Trinadad&Tobago,Low
YoungAdult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,HardWorking,United-States,Low
Adult,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Male,None,None,Working,United-States,Low
Adult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,None,High,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,None,None,Lazy,South,Low
YoungAdult,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,None,High,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Bachelors,Divorced,Priv-house-serv,Not-in-family,White,Female,None,None,Motivated,Germany,Low
YoungAdult,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,None,None,Working,United-States,Low
Adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,Working,United-States,High
Adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,High,None,Working,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,9th,Divorced,Craft-repair,Unmarried,White,Male,Low,None,Motivated,United-States,Low
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,Working,Puerto-Rico,High
YoungAdult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,State-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Prof-specialty,Other-relative,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,None,None,Working,United-States,Low
Adult,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,Philippines,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
